Study_Code,Clinical_Department,Country,Phase,Rare_Disease,New_Indication,Elderly_Usage,Number_of_Sites,CTT_Actual,Actual_Final_Protocol,CTT_FP_Weeks,Risk_Score,Success_Score,FSI_Demand
392c4686,Endocrinology,Australia,4,0,1,1,47,9,3,8,0.8754666164029986,0.9223534080790184,0.09356526325323469
12015730,Cardiology,Australia,4,1,1,0,22,19,5,8,0.6327281263395427,0.6797433572140579,0.4095429150885701
f2abed61,Infectious Disease,Canada,3,0,0,0,47,26,4,20,0.7529501218460729,0.6079088005405683,0.5580615752019921
0895568f,Neurology,India,1,0,1,0,13,20,11,12,0.1718686203971007,0.16341134934328944,0.9628505029186667
90bb0438,Infectious Disease,Japan,1,1,0,1,23,8,8,37,0.7895689151080633,0.7573707146240182,1.67521664555266
70ada5d4,Oncology,Japan,1,0,0,1,24,18,11,36,0.37970821411629263,0.7174363289616624,1.243591923683069
24be7c56,Infectious Disease,Japan,4,0,1,0,46,28,7,25,0.8247090491648578,0.6760647320384393,0.5286679658950965
d6bdafd9,Oncology,USA,4,1,1,0,34,21,7,24,0.5582372844724363,0.3411185712136215,0.7653612949290485
99ea0575,Infectious Disease,France,1,1,0,1,30,21,10,46,0.34715290133406984,0.952065389507,0.9955919316706208
21f5a058,Oncology,India,1,1,1,1,35,25,10,18,0.9574837273194887,0.3894896143295381,1.1179160737750011
73a130ca,Cardiology,UK,4,1,0,1,39,20,7,4,0.7885561579403493,0.23700786107854085,0.5765480346070488
9957f8b9,Endocrinology,Canada,4,1,1,0,7,13,1,10,0.9871174664862822,0.9884810394415124,1.4636387465178726
818916aa,Neurology,UK,2,0,1,1,44,6,7,26,0.42802290857098346,0.7716216512113913,0.10651432725829316
c7f615dc,Infectious Disease,UK,2,1,0,1,33,15,4,50,0.6842976701874748,0.4733081940935632,2.052569942332328
8202cbf3,Endocrinology,UK,2,1,0,1,10,19,3,9,0.650429810077354,0.9423247877998361,0.7392621609603122
8d128aa1,Neurology,Canada,1,0,0,1,5,7,5,23,0.7188010669619226,0.18200563692957755,5.1990256977731315
ee8fc92c,Neurology,Japan,3,0,1,0,28,28,2,29,0.13448490943719776,0.178895094783902,0.9988671374353303
6df1772f,Oncology,UK,4,0,1,1,42,20,8,45,0.36254739148963666,0.714205916765727,0.6578972416719514
13b7535e,Cardiology,Canada,2,0,1,0,38,25,9,15,0.9184038164117265,0.26017484354095916,0.921947191041443
56a4bb49,Cardiology,Canada,3,0,0,0,11,23,5,16,0.48143804938500423,0.9254255636739558,0.9991756775075609
548317a3,Endocrinology,France,4,1,0,1,15,26,3,50,0.9645793111733925,0.8563232568689838,3.3556133240682295
ba79a0ff,Cardiology,Canada,3,0,1,1,15,10,10,16,0.2921528553804782,0.3757305016910678,0.9029448354907524
0d0712a6,Infectious Disease,Japan,1,1,0,0,40,18,7,5,0.9976815761329804,0.8999556240424332,0.08105028811309292
646b19bf,Cardiology,UK,1,0,1,1,24,9,1,35,0.7278228180635791,0.13859891830659554,2.072523538283427
8bc8ec1a,Endocrinology,Canada,1,1,0,0,20,9,10,34,0.7987540816598391,0.5937740674637445,1.8672806636138048
1f775b1f,Cardiology,USA,2,0,1,1,9,10,3,14,0.4571750549822823,0.9420064963379499,1.124231271682475
c6b18378,Infectious Disease,Canada,4,1,1,0,28,22,9,40,0.9163073091345587,0.8698446810421283,1.520743936029338
ef65eb18,Oncology,Germany,1,1,1,0,34,26,2,7,0.5909166108627598,0.42046599142089547,0.3992794353910071
439f3a8d,Endocrinology,Germany,2,1,0,0,34,22,11,37,0.7128445422021715,0.2645833917111714,1.802440470414065
05df3831,Oncology,Germany,2,1,0,1,43,23,9,19,0.1853274442026574,0.2894865295633701,0.4200719311121208
f6eafbb2,Oncology,Canada,2,1,1,0,41,6,11,34,0.668512630803604,0.5630570902705647,0.8086672321509764
b2a00952,Oncology,Japan,2,1,1,0,37,21,1,28,0.8911710894359409,0.6370956494528266,1.056705841532018
035da8e5,Neurology,UK,1,1,1,1,24,5,4,42,0.2604549053943893,0.1295328849612728,1.8755201461362676
1773192d,Neurology,India,2,1,1,1,26,13,10,11,0.7639533411713614,0.4721964033113992,0.5806808038542385
3ceceedb,Oncology,India,1,1,1,0,45,17,6,11,0.1228606830951891,0.8473484040795141,0.0
a4a473a7,Endocrinology,India,1,1,1,0,25,8,7,37,0.933582714906267,0.49989605521221736,1.9590069514220065
76dec263,Infectious Disease,Japan,2,0,0,1,41,9,3,18,0.9846254044280677,0.2522578518544695,1.2411466963053572
4aebc2f3,Infectious Disease,France,1,1,0,0,31,27,9,8,0.418762060118285,0.9593742637171871,0.0
f18d3633,Cardiology,Australia,4,1,0,1,42,22,4,22,0.19636646474380137,0.33964798593382006,0.4775447079389696
96bc8579,Endocrinology,USA,4,0,0,1,39,14,5,13,0.6927187313468305,0.8185854390706545,0.2359580652910377
b24028d7,Neurology,USA,3,1,1,1,42,29,8,12,0.12685106273273117,0.2744147497050414,0.25773651443622736
219a417a,Oncology,Germany,4,1,1,0,44,8,3,32,0.5342376531674681,0.48085545629943094,0.8896169639746886
c7016bbf,Cardiology,Germany,1,0,1,1,10,17,8,43,0.3446012576240979,0.5413802857973307,4.087377280286468
3b10645d,Infectious Disease,Canada,1,0,0,0,36,17,11,40,0.5260051485575892,0.5505717663534201,1.2501044663254897
2f1d08c4,Neurology,India,4,1,0,0,20,21,1,22,0.11644796326452128,0.5648264812906344,0.5392098729618402
7f8634da,Neurology,Canada,2,0,1,1,32,12,8,16,0.14645096476363584,0.3024527866207853,0.5830276286379201
5db08b45,Oncology,Australia,2,1,0,1,20,8,11,49,0.11437824595904411,0.5643239697647517,1.9121757081457034
40de2c9e,Infectious Disease,India,1,1,0,1,31,27,11,43,0.6572186830424026,0.5335414784899788,1.505973705578204
6601fd17,Endocrinology,Germany,2,1,1,1,7,7,10,19,0.6040836259076877,0.28784754741363694,2.973802962918489
38fc6a75,Neurology,UK,3,0,1,0,25,15,8,33,0.30984219868294405,0.9893724035533398,0.6027906963416304
cec21e4a,Oncology,France,3,1,1,0,42,16,6,8,0.6819788160136192,0.8790070535078951,0.28580331923331087
d9d2373d,Endocrinology,Canada,4,1,0,1,42,13,5,36,0.8957865312054776,0.8988187159202347,0.8078386036869923
20ccac54,Infectious Disease,France,4,0,1,0,34,19,9,22,0.3495898909235023,0.7170139453446054,0.3647456063376009
d0de60e0,Neurology,France,2,1,1,1,26,17,6,22,0.8487944270910888,0.24390732762258088,1.427500654493712
586ed94b,Endocrinology,France,1,1,1,0,23,9,1,20,0.6962582224019633,0.611282857509774,1.0481956252422684
e91b9547,Endocrinology,Germany,4,1,0,0,35,9,6,27,0.13043839885568484,0.8392956684646474,0.008155349982509705
90b86d49,Endocrinology,USA,3,1,0,0,24,23,1,31,0.43763490624649104,0.1348628398197963,1.6200519424592785
b3d16151,Neurology,Germany,4,1,1,1,23,15,6,45,0.5569814942731154,0.5462587929588577,2.030114270491967
2e165bc6,Neurology,France,4,1,1,0,6,13,3,40,0.7585292709592493,0.4565105919954263,6.8965042002968415
aaa74727,Cardiology,Germany,3,0,0,0,44,7,6,25,0.35841750242807524,0.2909122566933733,0.9114596563390793
d41f0471,Infectious Disease,France,1,1,0,0,43,22,6,42,0.9844570943721391,0.440425003388786,1.5888703813532445
64e34726,Oncology,Japan,4,1,1,0,31,17,1,19,0.7160857664545772,0.9851477597825076,0.32124413702678356
377ebde7,Endocrinology,India,4,0,0,1,12,29,9,38,0.43553230944792454,0.7509189937255998,2.7815565307039223
2dc04fc4,Cardiology,USA,4,1,1,0,49,16,8,30,0.18732253516940084,0.36958337201344726,0.4391563634778354
9a558cce,Oncology,Japan,2,1,1,1,31,13,2,15,0.2632309842437289,0.6448195463327466,0.0
bf297bd7,Cardiology,UK,4,0,0,1,19,14,2,49,0.5388469840496409,0.3219906162571118,2.974033262598576
8c25e156,Neurology,Germany,3,0,1,0,16,17,5,31,0.54522581946253,0.6497595181218465,1.8760916785807917
ff97a402,Endocrinology,UK,1,0,1,0,18,24,10,4,0.7909468883392181,0.9065500205364385,0.09782048328386243
9e914691,Oncology,Canada,1,0,0,1,11,24,2,42,0.7535589630150272,0.6011891199482972,4.07514944668422
ba1d37c7,Oncology,Germany,3,0,1,1,21,17,11,21,0.2811457346660356,0.7600059779074144,0.44898827895002436
925b7d2b,Oncology,Australia,2,0,0,1,30,26,1,26,0.6354609585024386,0.5080050988446672,0.8785265676813943
a212b0d8,Oncology,Australia,3,0,1,0,41,13,2,25,0.1185596206685995,0.5717115258975969,0.14359088515910443
9e7416d9,Oncology,India,1,1,1,0,24,28,5,7,0.4586926594459001,0.7255675708793907,0.037546120180135055
2418585e,Cardiology,Japan,3,1,0,1,14,14,11,51,0.7876947165144452,0.8311645045462575,3.652445975484608
f5ebad68,Endocrinology,India,2,1,0,1,23,23,10,14,0.4595577339584499,0.6935062478729047,0.22711934661623548
01bb6cda,Neurology,Canada,1,0,0,1,22,10,7,21,0.8520366158212818,0.9797427945010837,0.7812075928637294
f3b46e67,Neurology,France,2,1,0,0,34,11,5,51,0.9785397611127534,0.8378403290184545,1.3323529527774431
9e814f6f,Neurology,India,3,0,0,0,34,19,1,10,0.6464913424294292,0.7994441841470876,0.022929888250555988
0c03f13c,Neurology,India,4,1,0,1,29,26,7,24,0.23050366870758096,0.8605914210829229,0.2690246078912502
51f6a92f,Cardiology,Australia,3,1,1,0,28,23,6,38,0.4417094871148697,0.35308984188191417,1.5418650832332863
9a0a5e73,Infectious Disease,France,2,1,0,1,14,18,7,40,0.10853501956153766,0.4888424385535426,2.36263498461955
fc212687,Endocrinology,Australia,3,1,1,0,6,20,2,33,0.6424533314566774,0.6080166265551317,5.501976249994108
bdabb509,Oncology,Germany,4,0,0,1,42,18,5,20,0.8394116508764183,0.516147686598417,0.8020150559812769
f7ad8545,Infectious Disease,France,2,0,1,0,36,29,8,36,0.6669460710307387,0.8627120364016717,0.9120450485132781
e0b2e621,Neurology,Japan,3,1,1,0,39,24,7,19,0.8074776062651049,0.12436166591130882,1.3232049141849822
f767cb6f,Infectious Disease,India,2,0,0,0,41,6,6,18,0.819913534548298,0.28825787550953874,0.9859882748049639
f9518d34,Endocrinology,Australia,2,0,1,0,11,13,6,16,0.8659113185957173,0.8935358869016694,1.4008592206812795
a41cffc4,Oncology,France,1,1,1,0,11,7,1,42,0.3399974046977988,0.1531901239092705,3.8606197381002834
948dc88f,Oncology,Canada,1,0,1,0,31,10,1,6,0.8841416705383797,0.3042894732479183,0.7842075078433416
2a483844,Endocrinology,Canada,2,0,0,0,14,9,7,27,0.6886845986171418,0.41612529733883763,2.4086229799987593
7ce4fb9c,Endocrinology,India,3,0,0,1,37,18,3,26,0.36075300093503826,0.7756665047305218,0.4168084539009511
3e1abe9e,Neurology,Japan,3,0,1,1,47,19,6,48,0.988565243496635,0.6041626265501635,1.4231650423170428
9136d1b4,Oncology,UK,3,1,0,1,11,22,5,51,0.9551641543585021,0.959144232502298,4.662721339089852
d9e7a61e,Infectious Disease,Australia,4,1,0,0,10,21,3,4,0.6169968848857594,0.30508751356567615,0.6430577351748779
56f8316f,Cardiology,Japan,2,0,1,0,10,13,6,35,0.8588875405596071,0.8849083644898565,3.4382656131920983
7446c9e8,Cardiology,USA,2,1,1,0,17,23,3,36,0.33534503984788455,0.35462214077432397,2.113129875455525
c0eb2d33,Endocrinology,USA,4,1,0,1,17,27,8,51,0.47443329694980096,0.3209484332139042,3.168548297767741
29121b7e,Neurology,USA,2,1,0,1,6,29,7,33,0.26557458466945033,0.5485376782894157,5.318111899670341
1806913d,Cardiology,India,2,0,0,1,23,13,9,5,0.5680923783663232,0.1640840547308443,0.7176079212574346
193a7d17,Oncology,Canada,4,0,1,1,23,20,5,21,0.5464012870644988,0.4458763116939549,1.0656251316525218
9916b660,Endocrinology,Germany,1,1,0,1,42,10,1,33,0.29153190336540974,0.4201083712987693,0.5572231999609971
10814a81,Infectious Disease,Australia,2,1,0,1,6,12,11,21,0.7055215243444878,0.2440914001315962,3.865288592094711
6ee92fe0,Endocrinology,Canada,4,0,0,0,30,29,10,8,0.20601126597287128,0.8747153607474195,0.0
93e691f8,Infectious Disease,Germany,3,1,1,1,10,7,11,8,0.15552230596274008,0.447300679338445,0.5317736555449614
00f255a5,Endocrinology,Germany,1,0,1,0,24,26,8,11,0.44641447179614746,0.9837281615623142,0.0
0d26ae1f,Endocrinology,Canada,3,1,1,1,27,9,2,12,0.4688423000062345,0.9097371541339968,0.002922083070219958
198695d1,Endocrinology,Australia,2,0,0,1,19,11,6,35,0.3877665458738375,0.27532962961293295,2.095406451064213
9db91b85,Infectious Disease,India,1,0,0,0,10,27,1,17,0.3321519738204254,0.5546099551041446,1.544224622184345
9952608a,Infectious Disease,Japan,4,0,1,0,32,29,6,16,0.4048987105085773,0.6416237245298976,0.22820222488410136
f912667e,Endocrinology,Germany,2,0,0,0,39,5,4,21,0.24703801655689273,0.837064452649259,0.0
1205970d,Cardiology,UK,4,1,0,1,15,26,5,7,0.46310722221958966,0.8970784746862553,0.11326694267766924
23df9386,Neurology,Canada,1,0,0,1,12,25,10,25,0.9141430361656994,0.6616162190399408,2.3664656870643195
fe9c7b15,Neurology,Canada,3,1,1,0,28,8,7,23,0.30198419308795443,0.13162078282799386,0.9671487364302578
4bff6e64,Neurology,USA,2,0,0,1,25,20,6,18,0.7160059939153154,0.5331488045663164,0.8439541014583848
74ec737e,Infectious Disease,Japan,2,0,0,0,40,18,1,10,0.22760605935805542,0.896323182567699,0.0
0db5c22c,Infectious Disease,USA,4,1,1,1,11,5,9,16,0.4185159616092077,0.7426806422898339,1.1000770974661296
cbc45ad4,Cardiology,Canada,1,1,0,1,9,8,6,37,0.38905730249073067,0.883127747268512,3.6954786233250005
f36dc574,Neurology,Canada,4,1,1,1,33,14,6,44,0.943326454967495,0.7066718107504366,1.6941048871482631
b8b6cbd4,Neurology,Germany,1,0,0,0,20,15,9,33,0.485183850221628,0.13963150883347542,1.8588273586038808
38ebb4da,Endocrinology,Japan,2,0,1,1,10,11,10,8,0.7214193494032455,0.9712059905859496,0.427631401564412
9e8d28b5,Infectious Disease,France,1,1,1,0,18,8,5,4,0.6422165280741964,0.9262166865127108,0.07302768254858091
1db61775,Neurology,UK,2,0,0,0,6,5,11,34,0.2269270677562853,0.21392158592136096,5.696254042767986
306ed1a4,Cardiology,Australia,1,1,0,0,29,5,6,23,0.9455864059275565,0.20142205015937392,1.4241027403651605
ab4be341,Cardiology,Germany,3,0,1,0,35,21,6,22,0.4112823626701869,0.5851706504293182,0.5530083014783616
773b4eea,Neurology,Canada,1,0,0,0,17,14,7,32,0.14028252020528476,0.781345751101195,1.2754582202694436
b6b35466,Infectious Disease,Australia,3,0,1,0,22,9,9,48,0.37039933615976894,0.4439558907444283,2.3285862034260116
04a7e9ab,Cardiology,Germany,1,1,0,0,21,11,5,41,0.40207035329409346,0.22274394718891788,2.108177190759574
48e4f878,Endocrinology,UK,1,0,0,0,49,29,5,13,0.18347079464085447,0.5595004889032191,0.0001468278934862316
83a38588,Cardiology,Canada,4,1,0,0,32,12,4,32,0.6579796657419485,0.40380952259707525,1.1092866992315973
7db93647,Oncology,UK,4,1,0,1,16,6,10,34,0.41208778498739085,0.4165947599961922,2.260095780007556
6a8df17c,Oncology,Australia,2,0,1,0,39,13,4,14,0.6662211456978737,0.6804869831563439,0.4391245273370043
97b234de,Infectious Disease,France,4,1,1,1,26,8,8,26,0.10606650723016045,0.8970472893065535,0.36945396130298425
bd480b5d,Neurology,Germany,1,1,0,0,43,16,2,33,0.9838435590916772,0.6027325577700798,1.2596108935375872
1a75dabf,Infectious Disease,India,4,0,0,1,5,15,10,28,0.2534647226902135,0.718842259746672,5.124717644355973
adf1e73f,Infectious Disease,Germany,1,1,0,1,41,9,8,19,0.6933978880344428,0.6939522923691174,0.3457475734079811
6cea2965,Infectious Disease,USA,3,1,0,1,25,16,2,26,0.7442058729515639,0.596031573301237,1.127969009613923
925c5f57,Infectious Disease,Japan,1,0,0,1,5,25,1,36,0.2544475147727285,0.3796823310248171,6.8986501450281
6fde4526,Endocrinology,Japan,2,0,1,1,8,8,10,40,0.20054105389217672,0.4400147664192149,4.668436384354591
b7a717a7,Endocrinology,USA,3,0,1,1,36,17,9,31,0.23731947266032782,0.3841334186413746,0.7568833000509076
57dc5e46,Cardiology,Canada,2,1,0,0,5,26,11,30,0.32213643026045014,0.9257482868338494,5.391612855544082
cede617f,Oncology,Japan,2,1,1,0,17,5,8,9,0.25140890619361794,0.8439568034593988,0.0
adaf1cf7,Infectious Disease,UK,2,0,1,0,21,22,6,41,0.7065994842604735,0.6214126355660986,1.9582575094805772
9be754ff,Cardiology,Australia,4,1,0,0,16,8,4,40,0.4787498833534606,0.9210191238767806,1.8804908583908515
d4dd0489,Oncology,Australia,2,0,1,0,11,8,2,9,0.5840124350638268,0.8977678238331802,0.5226347407361899
f905d577,Neurology,Japan,3,0,1,0,7,12,8,28,0.14260310992824243,0.9349249597766516,3.2455941693984554
a4c5578a,Endocrinology,Japan,1,0,1,1,30,29,3,16,0.8751240667906509,0.2995964718899796,1.0097045722293332
7aed9992,Oncology,USA,2,1,1,0,35,24,10,36,0.253514397885573,0.7457527339875052,0.48298906545312426
6f4ea2d6,Neurology,Canada,3,1,0,1,40,10,4,36,0.42413709830957935,0.6483020499311516,0.8300483937873708
cd337f9a,Oncology,France,2,0,1,1,30,8,5,28,0.1647114758449903,0.7604475740511464,0.4535470304845407
416ec521,Endocrinology,Japan,1,0,1,1,7,8,4,17,0.2231138211834967,0.3370414275264585,2.1662013660555717
4cc361c6,Endocrinology,India,3,1,1,1,48,15,11,43,0.6992194689780953,0.725328164294468,0.8612609992938852
beb6a0b3,Cardiology,Japan,3,0,0,1,32,13,8,44,0.72332830203012,0.4688456637289483,1.774978206538397
a623977f,Infectious Disease,France,1,1,1,1,48,18,9,45,0.7092689361628169,0.8506826166756702,0.7744442197563947
3cdada24,Oncology,USA,3,0,1,0,21,8,1,41,0.5969231090614199,0.8158291526455957,1.7065805899560604
44e02415,Oncology,France,1,0,1,1,42,17,2,12,0.957269497610716,0.29022184977302545,1.062035696226284
6ad8e120,Neurology,USA,3,1,0,1,34,10,4,21,0.5564594446917188,0.2654697487629727,1.0073436791797972
aa2e1452,Endocrinology,UK,3,1,0,0,6,17,1,18,0.5044708263668018,0.7459585491563795,2.8520426117484825
348310bf,Oncology,USA,1,1,0,0,12,29,11,7,0.32279100914542913,0.5954274052553444,0.284498462306005
965fd91b,Endocrinology,UK,1,1,0,0,18,7,6,37,0.18896457633995134,0.601485319613844,1.7093236139091672
5d03aaa6,Oncology,UK,3,1,0,0,41,27,5,41,0.5933394369695609,0.7772637911134191,0.9655501972516638
af0336ef,Cardiology,USA,3,0,1,0,39,11,7,20,0.3834011680235453,0.869473713719611,0.02176059727758935
b613cebb,Infectious Disease,India,1,0,0,0,46,5,6,10,0.5716228448714636,0.3150675105478451,0.43360567654007753
5f02a9bc,Oncology,Germany,4,1,1,0,43,15,3,35,0.28550717043443175,0.5999855921114952,0.6224823306039932
4d8bc991,Endocrinology,USA,1,1,0,1,15,6,5,26,0.8543554049871203,0.8460592385428695,1.9461734800672965
6e8bd41e,Cardiology,Japan,3,0,0,0,19,9,3,23,0.9997274886931622,0.8855147540755023,1.536239538763716
7b3e9f94,Oncology,India,3,0,0,1,6,28,9,50,0.39016315910858457,0.3586684495046649,8.32737689295976
1d9356e6,Neurology,India,3,1,1,0,41,26,2,5,0.8580948465342968,0.19373847093776128,0.7589035701590414
fcd217c2,Infectious Disease,Japan,1,1,1,0,47,18,6,24,0.8856875227531666,0.3095409284900019,0.9838686588218503
ce209766,Oncology,Germany,3,0,1,1,36,17,9,15,0.9964664098813717,0.9509495626130745,0.47398874637644367
422fbd58,Cardiology,India,4,1,0,0,44,20,10,45,0.40844811680018145,0.5162317411916928,0.8075317551900096
ada9c128,Neurology,UK,2,0,0,0,17,27,7,30,0.7804372543426952,0.4767164115004223,2.0157633810244646
52045f76,Cardiology,Australia,4,0,0,0,47,19,5,51,0.30592810327778686,0.11177591386078915,1.3493715522119598
7fde97de,Cardiology,Germany,1,1,0,0,21,7,2,13,0.662316401162929,0.14591321462921603,1.1744485465952716
2c6bfe8d,Neurology,Canada,3,0,0,0,19,10,2,11,0.7343583125255538,0.7018263365272513,0.4304072139026523
f2b9ac5a,Cardiology,Japan,1,0,0,0,37,13,4,24,0.7670086232815867,0.6308443618524968,0.9418421399051772
ff6daba4,Neurology,Germany,2,0,1,0,20,7,10,25,0.2864549517260155,0.6179754686458634,0.8097798743649784
d64241d1,Oncology,USA,1,1,1,1,17,17,2,16,0.8638530134465753,0.1992905884220244,1.5096455032248859
7945f1d8,Neurology,Australia,3,0,0,0,26,17,8,51,0.4788746743532877,0.41685505260881817,1.8996658681064857
248b365a,Neurology,Germany,2,1,1,1,27,26,10,43,0.29473256596109954,0.8311223247761331,0.9900744999211579
f2d967a2,Infectious Disease,UK,2,0,1,1,40,11,7,15,0.5882779795347114,0.2574201015249735,0.6161772401431551
72973729,Neurology,Australia,3,0,1,1,47,9,7,20,0.8770214166462479,0.8944185258841928,0.32089146153678194
f59a119f,Neurology,USA,3,0,0,1,14,12,3,51,0.9703791188003024,0.20933047031401286,4.157478586170287
288c8091,Oncology,France,3,0,0,1,21,12,7,12,0.7733870395550869,0.25223439711158935,1.1055739530774504
8b044d86,Infectious Disease,Japan,1,0,0,1,34,26,8,43,0.10506059764422619,0.5299749650383556,0.8629980317403677
ec446f76,Endocrinology,Australia,4,1,0,1,17,11,5,15,0.22123068441936053,0.9507699140036836,0.3772543853813686
1fa2f365,Oncology,Japan,1,1,1,0,34,23,1,12,0.16864658779497915,0.3965929103308813,0.17362895370124215
5dd4890f,Oncology,Germany,1,0,0,0,34,11,1,33,0.19109236869449628,0.692396194202244,0.4196255078145553
574cff05,Endocrinology,India,4,1,0,0,11,27,11,9,0.44473146041779765,0.6298041303901686,0.5130376503621052
f49c8462,Neurology,USA,3,1,0,1,14,8,4,28,0.404643983345765,0.23466037285050179,2.160355964515337
11d0b34d,Cardiology,France,3,0,1,0,39,14,2,31,0.20231648314147904,0.323350211254747,0.7187103556977827
155908ba,Infectious Disease,USA,4,1,1,1,6,17,7,13,0.8940118164528241,0.9371374953794398,2.0732061258081464
2f8265e7,Cardiology,Japan,4,1,1,1,34,8,3,44,0.6538848186991242,0.2663466612877896,1.6877574071050154
f29a32f0,Endocrinology,USA,1,1,1,0,23,23,4,31,0.816816978060804,0.725508900779602,1.6288695736436056
c996539f,Oncology,France,2,1,1,1,43,14,9,32,0.43439444996988785,0.968225034340274,0.17194444943732537
0b92cb94,Oncology,India,4,0,0,1,41,11,2,39,0.46921241465881114,0.20755539298205028,1.0241989783926337
bda4ac3e,Infectious Disease,Germany,1,1,1,0,7,9,8,14,0.38585908948305525,0.45926379116858307,2.0139439770536156
137daece,Oncology,UK,2,0,1,1,29,7,1,24,0.49458395088864204,0.30153892999846355,1.0520633723682355
91c5079e,Oncology,USA,3,0,0,0,38,26,3,41,0.6493395361195483,0.2994053656640886,1.257982337750721
1ffa6455,Infectious Disease,Australia,3,1,0,1,26,26,4,29,0.5436856070562173,0.20708725959971275,1.4947473305687493
602355d0,Infectious Disease,UK,1,0,0,1,42,26,6,21,0.8541253055696052,0.6845960655923192,0.5697428850635113
2275292e,Endocrinology,Japan,1,1,1,0,18,6,1,7,0.9101252517488418,0.7717091589196405,0.5714372219545307
b6263af7,Oncology,Germany,4,0,0,0,43,15,8,47,0.5227154680308393,0.7091145190207506,1.0973505557444714
23c5ea49,Oncology,Canada,3,1,1,0,6,14,2,44,0.3157731823137845,0.9321908118572375,6.699218770355558
2eb25573,Endocrinology,Germany,1,1,0,1,36,27,5,18,0.950673177513378,0.23111092784624876,1.3278893695707776
55bf41f9,Neurology,USA,3,0,1,1,47,17,6,26,0.7615347787458304,0.38786083604650556,0.8040167002757892
245f5c50,Neurology,Australia,3,1,1,0,7,11,8,44,0.6761143774484919,0.41011552873221035,6.3997712197968
c776ca44,Neurology,India,4,1,1,0,45,14,3,9,0.7708723602615783,0.30887389346221417,0.8637355140389312
791b5afa,Endocrinology,Germany,2,1,1,0,12,8,9,46,0.16838360415723058,0.22798444974126997,3.8045139891049278
8acdbc1f,Oncology,USA,4,1,0,1,30,26,5,10,0.16086369487390528,0.5380331283336374,0.01983089398973499
f23144fc,Endocrinology,USA,1,0,0,1,36,24,8,49,0.23780858732288868,0.8509956652426856,0.8631262634758521
75c26721,Endocrinology,UK,4,0,1,0,15,20,4,51,0.2327058706964792,0.9590857530429863,2.620838636673697
3918d2a7,Neurology,Germany,4,0,0,0,5,24,9,18,0.47860342736446404,0.2164065689966479,3.9447084943440824
ff2c7888,Cardiology,USA,3,1,1,0,19,10,8,12,0.24166367405682776,0.8408415052654623,0.0997555323906682
458b7d37,Oncology,UK,4,0,0,1,8,13,5,33,0.8690730798399369,0.8421230106687474,4.022469587092953
c11c3fb6,Neurology,Australia,1,1,0,0,8,17,3,47,0.6202872378352232,0.45008030939731025,6.196505459579181
2950ef34,Cardiology,France,2,1,1,0,32,11,1,46,0.43143570671522624,0.19902666173090872,1.800595096582271
acc08912,Cardiology,Australia,4,1,1,0,14,22,5,31,0.16266028440274038,0.9910072060812082,1.2575670687034735
ac09a1fc,Infectious Disease,Canada,4,0,0,1,15,18,5,33,0.6319250163632126,0.6900337274759368,2.1619199330334555
8c75c6aa,Oncology,UK,2,0,1,1,27,26,4,11,0.20487953853291369,0.9839761255374224,0.0
e00501d3,Cardiology,UK,1,0,0,0,7,9,10,38,0.7688982253623455,0.5352899641161927,5.8040104368101755
dc1afe7f,Neurology,USA,1,0,0,1,43,26,10,38,0.8224822870694394,0.45567369994305584,1.1094683167470807
b298368c,Infectious Disease,Japan,4,1,0,0,43,17,8,29,0.5895786321638571,0.32246692837340846,1.3017718108626644
676a920e,Oncology,Japan,3,0,1,0,21,28,3,33,0.23464257322677173,0.9852148015948176,0.803407926123338
b940349b,Endocrinology,India,4,0,1,0,26,12,10,38,0.8081764513664189,0.3279315425160463,2.015627887006953
45bd94b8,Neurology,Japan,2,0,0,0,31,19,9,41,0.37704501033340054,0.12138648059624532,1.7169890080987258
e7aa3155,Cardiology,UK,2,0,1,1,20,23,3,14,0.30038782847811385,0.5612215722296301,0.41956632193146925
a931ad8e,Cardiology,India,2,1,1,0,20,13,4,23,0.5235009769165828,0.43934544374582385,1.222661344611231
81ed5d1d,Neurology,Australia,4,0,0,0,44,10,6,49,0.9303816172446261,0.3352442530863381,1.6584906384127887
f0922850,Cardiology,USA,4,0,1,1,7,27,9,34,0.36763596286707134,0.6711473048330561,4.46508495256376
c0a647f7,Infectious Disease,Australia,1,0,1,0,37,29,10,37,0.9150206508753582,0.4278417534080401,1.5143648122465903
638f01d1,Oncology,Germany,3,1,0,1,46,18,2,15,0.1482879778658451,0.4620257994851855,0.0
28e5d41b,Infectious Disease,Canada,4,0,1,0,6,27,2,51,0.17517133451615213,0.12074104350463988,8.503492871178961
51bb3ebb,Cardiology,Canada,1,0,0,0,43,14,2,31,0.7287049226217223,0.6301638356977518,0.7743749246787397
f2cf3e3b,Endocrinology,UK,4,0,1,0,31,13,5,6,0.271533395303358,0.2098639268623385,0.31284120092710793
8d6c6ae6,Oncology,UK,1,1,1,0,19,21,6,51,0.3849586148769629,0.29242437300587965,2.6969884152518184
0e366201,Oncology,India,1,1,0,1,11,17,3,45,0.22273568288252116,0.7454060385513743,3.5435422584010148
49c0677a,Neurology,USA,3,0,0,0,49,21,3,8,0.39902344221929353,0.3819184535655199,0.2702370339551332
d7fd56f7,Neurology,France,4,0,1,1,46,23,2,16,0.352413994503217,0.24688917769454286,0.47807345077212576
